"id","test_id","result_key","result_value"
5387,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_scheme_frame","request_received"
5388,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_scheme_check","frame_not_loaded"
5389,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_domain_frame","request_received"
5390,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_domain_check","frame_not_loaded"
5391,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_none_external_frame","request_received"
5392,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_none_external_check","frame_not_loaded"
5393,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_self_external_frame","request_received"
5394,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_self_external_check","frame_not_loaded"
5395,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_http_external_frame","request_received"
5396,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_http_external_check","frame_not_loaded"
5397,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_port_frame","request_received"
5398,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_port_check","frame_not_loaded"
5399,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_https_external_frame","request_received"
5400,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_https_external_check","frame_not_loaded"
5401,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_valid_external_frame","request_received"
5402,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_valid_external_check","frame_not_loaded"
5403,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_scheme_external_frame","request_received"
5404,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_scheme_external_check","frame_not_loaded"
5405,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_domain_external_frame","request_received"
5406,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_domain_external_check","frame_not_loaded"
5407,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_port_external_frame","request_received"
5408,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_framesrc_host_invalid_port_external_check","frame_not_loaded"
5409,"075ec500-a7b5-422b-9ce1-482040d4b9d7","user_agent","Mozilla/5.0 (Linux; U; de-DE) AppleWebKit/528.5+ (KHTML, like Gecko, Safari/528.5+) Version/4.0 Kindle/3.0 (screen 600x800; rotate)"
5410,"075ec500-a7b5-422b-9ce1-482040d4b9d7","timestamp","2020-03-26 13:47:31"
5411,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_imgsrc_none_setup","test_setup"
5412,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_imgsrc_none_check","image_request_not_received"
5413,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_imgsrc_http_setup","test_setup"
5414,"075ec500-a7b5-422b-9ce1-482040d4b9d7","contentsecuritypolicy_imgsrc_self_setup","test_setup"
